,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
575,LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
576,LP002872,Unknown,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
577,LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
578,LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y
579,LP002888,Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y
580,LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y
581,LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N
582,LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y
583,LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,0.0,Rural,N
584,LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
585,LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
586,LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
587,LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
588,LP002925,Unknown,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
589,LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
590,LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
591,LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
592,LP002933,Unknown,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
593,LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
594,LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
595,LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
596,LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
597,LP002943,Male,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
598,LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
599,LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
600,LP002949,Female,No,3+,Graduate,No,416,41667.0,350.0,180.0,0.0,Urban,N
601,LP002950,Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y
602,LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
603,LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
604,LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
606,LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
607,LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
608,LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
609,LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
610,LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
611,LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
612,LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
613,LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
614,LP003002,Male,Yes,0,Not Graduate,Yes,8295,6148.0,330.0,360.0,0.0,Urban,Y
615,LP003002,Female,Yes,2,Graduate,No,13525,6635.0,217.0,180.0,0.0,Urban,Y
616,LP003020,Female,Yes,2,Not Graduate,No,8814,5830.0,492.0,180.0,0.0,Urban,N
617,LP003028,Female,No,2,Graduate,No,1940,9321.0,303.0,360.0,0.0,Urban,N
618,LP003029,Female,Yes,0,Graduate,Yes,17556,9346.0,298.0,180.0,0.0,Semiurban,Y
619,LP003029,Male,Yes,0,Graduate,Yes,6451,3274.0,353.0,240.0,1.0,Semiurban,N
620,LP003037,Male,Yes,1,Not Graduate,No,12961,4864.0,448.0,240.0,0.0,Rural,N
621,LP003052,Female,Yes,0,Graduate,Yes,7517,9090.0,356.0,240.0,0.0,Urban,Y
622,LP003055,Female,No,3+,Not Graduate,No,7589,4738.0,394.0,240.0,1.0,Urban,N
623,LP003062,Male,No,2,Graduate,Yes,14680,3272.0,237.0,360.0,0.0,Urban,Y
624,LP003067,Male,No,0,Graduate,Yes,9735,2319.0,147.0,360.0,1.0,Semiurban,Y
625,LP003082,Female,No,0,Not Graduate,Yes,12844,4667.0,42.0,240.0,1.0,Semiurban,N
626,LP003084,Male,Yes,0,Not Graduate,No,13239,1989.0,453.0,360.0,0.0,Urban,Y
627,LP003089,Male,Yes,1,Graduate,Yes,5196,9698.0,446.0,180.0,1.0,Urban,Y
628,LP003093,Male,Yes,1,Graduate,No,18483,4698.0,169.0,180.0,0.0,Semiurban,Y
629,LP003098,Female,No,2,Graduate,No,12906,2791.0,123.0,360.0,0.0,Semiurban,N
630,LP003099,Female,Yes,1,Not Graduate,Yes,7657,924.0,142.0,180.0,0.0,Semiurban,Y
631,LP003103,Male,No,2,Not Graduate,No,9952,8631.0,458.0,360.0,1.0,Urban,Y
632,LP003103,Female,No,2,Not Graduate,Yes,15868,5843.0,245.0,180.0,0.0,Urban,Y
633,LP003104,Male,Yes,3+,Graduate,Yes,2111,3009.0,76.0,180.0,0.0,Rural,Y
634,LP003108,Male,No,2,Not Graduate,Yes,5526,7794.0,106.0,240.0,1.0,Urban,Y
635,LP003133,Female,Yes,0,Not Graduate,Yes,9017,6281.0,293.0,360.0,1.0,Urban,N
636,LP003135,Female,No,0,Not Graduate,No,3548,1366.0,482.0,180.0,1.0,Semiurban,N
637,LP003137,Male,Yes,2,Graduate,Yes,8139,3494.0,483.0,180.0,1.0,Urban,N
638,LP003139,Male,No,2,Not Graduate,Yes,7550,6443.0,20.0,360.0,1.0,Semiurban,N
639,LP003139,Female,No,3+,Graduate,No,10904,9023.0,334.0,180.0,0.0,Urban,Y
640,LP003140,Female,No,3+,Not Graduate,No,8577,5707.0,445.0,240.0,1.0,Urban,N
641,LP003143,Female,Yes,0,Not Graduate,Yes,12972,909.0,173.0,360.0,1.0,Rural,Y
642,LP003146,Male,Yes,3+,Not Graduate,Yes,11090,6451.0,139.0,180.0,0.0,Urban,N
643,LP003148,Female,Yes,0,Not Graduate,No,17914,4563.0,98.0,180.0,1.0,Semiurban,Y
644,LP003152,Female,Yes,3+,Not Graduate,No,9208,852.0,429.0,180.0,0.0,Rural,N
645,LP003164,Male,No,3+,Not Graduate,Yes,9482,4375.0,124.0,180.0,1.0,Semiurban,Y
646,LP003172,Female,Yes,1,Graduate,Yes,18323,8376.0,186.0,360.0,0.0,Semiurban,Y
647,LP003180,Male,No,2,Graduate,Yes,7840,1930.0,486.0,240.0,0.0,Semiurban,N
648,LP003191,Female,Yes,1,Graduate,Yes,18660,9787.0,157.0,240.0,0.0,Rural,Y
649,LP003203,Female,Yes,2,Not Graduate,No,8669,5131.0,243.0,180.0,1.0,Semiurban,Y
650,LP003233,Female,Yes,2,Not Graduate,Yes,7900,9805.0,99.0,240.0,0.0,Urban,N
651,LP003244,Male,No,0,Graduate,Yes,12191,2431.0,405.0,360.0,1.0,Semiurban,Y
652,LP003246,Female,Yes,2,Graduate,No,19282,8621.0,489.0,360.0,0.0,Urban,N
653,LP003269,Male,Yes,0,Graduate,Yes,8063,4017.0,155.0,360.0,1.0,Rural,Y
654,LP003270,Female,No,3+,Not Graduate,Yes,19403,4106.0,370.0,360.0,0.0,Urban,Y
655,LP003275,Female,No,1,Graduate,Yes,11600,9034.0,217.0,360.0,0.0,Urban,Y
656,LP003281,Male,Yes,2,Graduate,Yes,6306,7736.0,374.0,240.0,0.0,Rural,N
657,LP003289,Male,Yes,3+,Not Graduate,No,19272,102.0,60.0,360.0,1.0,Semiurban,N
658,LP003290,Female,No,3+,Graduate,Yes,14187,8008.0,71.0,240.0,0.0,Rural,Y
659,LP003297,Male,Yes,3+,Not Graduate,No,17413,5002.0,442.0,240.0,0.0,Rural,Y
660,LP003301,Female,No,1,Graduate,No,15540,4550.0,273.0,360.0,1.0,Semiurban,Y
661,LP003306,Male,Yes,2,Not Graduate,No,11581,7578.0,178.0,180.0,0.0,Rural,N
662,LP003314,Female,No,1,Not Graduate,No,8414,6569.0,127.0,360.0,0.0,Urban,N
663,LP003323,Female,No,1,Not Graduate,Yes,10310,272.0,463.0,240.0,1.0,Urban,N
664,LP003327,Female,Yes,3+,Not Graduate,No,4863,2581.0,186.0,180.0,0.0,Urban,N
665,LP003339,Female,No,2,Not Graduate,No,2711,2092.0,118.0,180.0,1.0,Urban,Y
666,LP003339,Male,No,1,Not Graduate,No,1735,9045.0,193.0,360.0,0.0,Rural,N
667,LP003346,Female,Yes,2,Graduate,No,10001,2074.0,385.0,180.0,1.0,Urban,Y
668,LP003366,Female,No,0,Graduate,Yes,5794,5020.0,23.0,180.0,1.0,Urban,N
669,LP003367,Female,Yes,3+,Not Graduate,No,18854,5287.0,32.0,240.0,1.0,Rural,Y
670,LP003369,Female,Yes,3+,Not Graduate,No,17011,1891.0,266.0,240.0,0.0,Urban,N
671,LP003371,Female,No,2,Not Graduate,Yes,6317,9945.0,394.0,240.0,0.0,Urban,Y
672,LP003377,Male,Yes,2,Not Graduate,No,14605,4423.0,127.0,240.0,0.0,Rural,Y
673,LP003395,Male,Yes,1,Not Graduate,No,18477,5295.0,64.0,240.0,1.0,Rural,Y
674,LP003397,Female,Yes,3+,Graduate,Yes,6533,238.0,236.0,360.0,1.0,Rural,N
675,LP003413,Male,Yes,3+,Graduate,No,17790,5799.0,240.0,360.0,1.0,Urban,Y
676,LP003417,Female,Yes,1,Not Graduate,Yes,8003,1619.0,375.0,240.0,1.0,Rural,Y
677,LP003429,Male,No,2,Graduate,Yes,10258,8853.0,208.0,360.0,1.0,Rural,Y
678,LP003431,Female,Yes,0,Graduate,Yes,5621,9634.0,83.0,360.0,1.0,Urban,N
679,LP003435,Female,Yes,3+,Not Graduate,No,12045,7182.0,173.0,180.0,0.0,Urban,Y
680,LP003435,Male,No,2,Not Graduate,Yes,16644,7507.0,69.0,360.0,1.0,Urban,N
681,LP003438,Female,No,1,Not Graduate,Yes,19357,9563.0,122.0,360.0,1.0,Rural,Y
682,LP003441,Male,No,0,Graduate,No,11216,6590.0,197.0,180.0,1.0,Rural,Y
683,LP003443,Male,No,2,Graduate,Yes,17134,6351.0,372.0,240.0,1.0,Semiurban,N
684,LP003461,Female,Yes,0,Graduate,Yes,18067,8280.0,215.0,180.0,0.0,Urban,Y
685,LP003461,Male,No,3+,Graduate,No,5952,5349.0,230.0,180.0,1.0,Rural,Y
686,LP003467,Male,Yes,3+,Not Graduate,No,6569,8325.0,363.0,180.0,1.0,Rural,N
687,LP003472,Male,No,1,Graduate,Yes,3716,3058.0,357.0,180.0,0.0,Semiurban,N
688,LP003478,Female,No,3+,Not Graduate,No,7522,3786.0,450.0,180.0,0.0,Semiurban,N
689,LP003482,Female,No,1,Graduate,Yes,9561,4589.0,408.0,240.0,0.0,Rural,Y
690,LP003484,Male,Yes,3+,Not Graduate,Yes,10691,3786.0,275.0,180.0,0.0,Semiurban,N
691,LP003487,Female,Yes,0,Graduate,No,7503,2449.0,491.0,240.0,0.0,Semiurban,N
692,LP003505,Female,No,3+,Graduate,No,9160,7723.0,70.0,240.0,0.0,Rural,N
693,LP003507,Female,Yes,1,Not Graduate,Yes,4785,2146.0,65.0,240.0,0.0,Urban,Y
694,LP003520,Male,Yes,1,Graduate,No,12206,7149.0,478.0,240.0,1.0,Rural,Y
695,LP003552,Male,Yes,0,Not Graduate,No,7190,4758.0,153.0,360.0,0.0,Rural,N
696,LP003553,Female,Yes,2,Graduate,Yes,8587,6062.0,235.0,240.0,0.0,Semiurban,Y
697,LP003554,Male,No,3+,Not Graduate,Yes,2912,1531.0,181.0,360.0,1.0,Semiurban,N
698,LP003556,Male,No,0,Not Graduate,No,15635,3520.0,34.0,360.0,1.0,Rural,N
699,LP003570,Female,Yes,2,Graduate,Yes,8800,708.0,214.0,240.0,0.0,Urban,N
700,LP003573,Male,Yes,2,Graduate,Yes,8253,8537.0,141.0,180.0,1.0,Urban,Y
701,LP003578,Female,No,0,Graduate,No,18666,3622.0,404.0,240.0,0.0,Urban,Y
702,LP003580,Female,Yes,3+,Not Graduate,Yes,8861,9111.0,283.0,180.0,1.0,Rural,N
703,LP003609,Male,No,3+,Not Graduate,No,18866,8438.0,227.0,360.0,1.0,Rural,N
704,LP003618,Female,No,1,Not Graduate,No,2500,3643.0,372.0,360.0,0.0,Urban,N
705,LP003618,Male,Yes,3+,Not Graduate,No,17589,7085.0,435.0,360.0,1.0,Urban,N
706,LP003624,Male,No,2,Graduate,No,3335,9173.0,476.0,180.0,0.0,Urban,Y
707,LP003624,Male,Yes,3+,Graduate,No,16446,6201.0,26.0,180.0,1.0,Rural,Y
708,LP003628,Male,Yes,0,Not Graduate,Yes,8626,9797.0,212.0,240.0,0.0,Urban,N
709,LP003632,Female,Yes,2,Not Graduate,No,8396,1650.0,226.0,240.0,1.0,Urban,Y
710,LP003632,Male,Yes,2,Graduate,No,16830,8565.0,228.0,180.0,0.0,Semiurban,N
711,LP003634,Male,No,1,Not Graduate,No,8738,1344.0,163.0,180.0,1.0,Semiurban,Y
712,LP003634,Male,Yes,0,Graduate,Yes,5210,2782.0,323.0,360.0,0.0,Rural,Y
713,LP003636,Female,No,2,Not Graduate,No,9559,4504.0,56.0,180.0,0.0,Semiurban,Y
714,LP003658,Male,Yes,3+,Not Graduate,Yes,17867,1978.0,465.0,240.0,0.0,Rural,N
715,LP003662,Male,Yes,1,Graduate,No,9614,8965.0,388.0,180.0,1.0,Semiurban,N
716,LP003671,Male,Yes,3+,Graduate,Yes,10558,9172.0,180.0,240.0,0.0,Urban,Y
717,LP003681,Male,Yes,0,Not Graduate,Yes,11175,2033.0,308.0,240.0,1.0,Urban,N
718,LP003699,Male,No,2,Not Graduate,No,18849,904.0,381.0,360.0,1.0,Rural,N
719,LP003702,Female,No,0,Graduate,No,4870,1361.0,90.0,240.0,1.0,Rural,N
720,LP003706,Male,No,3+,Not Graduate,Yes,14690,3983.0,186.0,180.0,0.0,Semiurban,N
721,LP003714,Female,No,2,Graduate,No,14829,3972.0,211.0,240.0,0.0,Rural,N
722,LP003716,Female,Yes,3+,Not Graduate,Yes,3776,357.0,318.0,360.0,1.0,Rural,Y
723,LP003725,Male,Yes,0,Graduate,No,5676,9110.0,349.0,240.0,1.0,Semiurban,N
724,LP003725,Male,No,0,Graduate,Yes,8420,1983.0,43.0,360.0,0.0,Semiurban,Y
725,LP003726,Male,Yes,3+,Not Graduate,Yes,12502,7154.0,192.0,360.0,0.0,Rural,N
726,LP003729,Male,Yes,0,Not Graduate,Yes,14513,3803.0,325.0,360.0,0.0,Rural,Y
727,LP003731,Female,Yes,2,Graduate,No,18765,6218.0,345.0,240.0,1.0,Urban,N
728,LP003732,Male,No,0,Not Graduate,No,2827,9682.0,196.0,240.0,1.0,Rural,N
729,LP003737,Female,No,0,Not Graduate,No,5944,7025.0,201.0,240.0,1.0,Urban,N
730,LP003738,Male,No,3+,Graduate,Yes,12835,5651.0,119.0,360.0,0.0,Urban,N
731,LP003740,Male,No,2,Graduate,No,15679,21.0,81.0,360.0,1.0,Rural,N
732,LP003746,Female,Yes,0,Graduate,No,17179,2726.0,214.0,180.0,1.0,Rural,N
733,LP003759,Female,No,3+,Not Graduate,No,6817,5346.0,152.0,180.0,0.0,Urban,Y
734,LP003763,Male,Yes,3+,Graduate,No,13778,8141.0,282.0,180.0,0.0,Semiurban,N
735,LP003763,Male,No,2,Not Graduate,No,2094,3404.0,296.0,360.0,0.0,Urban,N
736,LP003774,Female,Yes,2,Graduate,Yes,17373,2733.0,224.0,240.0,0.0,Semiurban,N
737,LP003788,Male,No,0,Not Graduate,No,3130,162.0,499.0,180.0,1.0,Rural,N
738,LP003797,Male,No,0,Not Graduate,No,14870,4071.0,54.0,360.0,1.0,Urban,Y
739,LP003799,Male,No,1,Not Graduate,Yes,16975,1395.0,417.0,360.0,1.0,Semiurban,Y
740,LP003801,Female,No,0,Graduate,Yes,14326,7881.0,212.0,240.0,1.0,Urban,N
741,LP003805,Female,Yes,2,Not Graduate,Yes,12688,1454.0,391.0,360.0,0.0,Rural,Y
742,LP003828,Male,No,1,Not Graduate,No,19917,7017.0,487.0,240.0,1.0,Rural,N
743,LP003833,Male,No,2,Graduate,No,18201,8888.0,454.0,240.0,0.0,Urban,N
744,LP003834,Female,Yes,0,Graduate,No,9643,3017.0,396.0,180.0,0.0,Semiurban,Y
745,LP003842,Male,Yes,2,Graduate,Yes,4865,5001.0,272.0,180.0,0.0,Urban,Y
746,LP003843,Female,Yes,3+,Not Graduate,No,17510,750.0,436.0,240.0,1.0,Urban,N
747,LP003843,Male,Yes,3+,Not Graduate,No,12834,7868.0,495.0,360.0,0.0,Urban,Y
748,LP003845,Female,Yes,0,Not Graduate,No,9499,2519.0,382.0,360.0,1.0,Rural,N
749,LP003857,Male,Yes,1,Not Graduate,No,17838,937.0,444.0,360.0,1.0,Urban,N
750,LP003866,Female,Yes,3+,Not Graduate,No,1871,5882.0,21.0,180.0,0.0,Semiurban,Y
751,LP003876,Male,No,3+,Not Graduate,No,2707,9116.0,432.0,180.0,0.0,Rural,N
752,LP003878,Male,Yes,0,Graduate,No,17807,6890.0,233.0,180.0,1.0,Rural,Y
753,LP003895,Female,No,2,Graduate,No,15205,7491.0,479.0,240.0,1.0,Semiurban,Y
754,LP003918,Female,Yes,0,Not Graduate,Yes,3714,4736.0,351.0,240.0,1.0,Urban,N
755,LP003939,Male,Yes,2,Graduate,No,7645,2100.0,54.0,360.0,1.0,Urban,Y
756,LP003941,Male,No,3+,Graduate,No,16162,6699.0,394.0,240.0,1.0,Rural,N
757,LP003948,Male,Yes,0,Graduate,No,5980,7860.0,252.0,240.0,1.0,Semiurban,N
758,LP003958,Female,Yes,3+,Not Graduate,Yes,18899,4119.0,370.0,240.0,1.0,Semiurban,Y
759,LP003970,Female,Yes,1,Graduate,No,15662,8563.0,429.0,180.0,1.0,Rural,Y
760,LP003991,Female,Yes,3+,Not Graduate,No,14043,1434.0,358.0,240.0,0.0,Urban,Y
761,LP003999,Male,Yes,2,Graduate,No,3637,320.0,242.0,180.0,1.0,Rural,N
762,LP004004,Male,Yes,1,Graduate,Yes,13409,6803.0,67.0,180.0,1.0,Rural,Y
763,LP004009,Female,No,2,Not Graduate,No,2217,196.0,419.0,240.0,1.0,Rural,Y
764,LP004010,Female,Yes,0,Not Graduate,Yes,15911,5039.0,290.0,240.0,0.0,Urban,N
765,LP004011,Female,Yes,0,Not Graduate,No,2006,8633.0,299.0,240.0,1.0,Rural,Y
766,LP004012,Male,No,2,Graduate,No,16838,3121.0,383.0,240.0,0.0,Rural,N
767,LP004014,Male,Yes,0,Graduate,Yes,3325,5744.0,468.0,240.0,0.0,Urban,N
768,LP004023,Female,No,3+,Not Graduate,No,7646,7087.0,73.0,360.0,0.0,Rural,Y
769,LP004024,Male,Yes,0,Graduate,Yes,19944,9840.0,403.0,360.0,0.0,Rural,Y
770,LP004025,Female,No,1,Not Graduate,No,18178,1691.0,253.0,240.0,1.0,Urban,Y
771,LP004030,Male,Yes,0,Not Graduate,No,12308,5434.0,384.0,360.0,1.0,Urban,Y
772,LP004031,Female,No,3+,Graduate,No,17772,9249.0,298.0,360.0,0.0,Rural,N
773,LP004042,Female,No,1,Graduate,No,5759,3064.0,195.0,180.0,1.0,Rural,Y
774,LP004045,Male,Yes,3+,Graduate,Yes,4759,8791.0,114.0,180.0,0.0,Urban,N
775,LP004053,Female,Yes,3+,Graduate,No,4500,1919.0,53.0,180.0,1.0,Rural,Y
776,LP004056,Female,Yes,1,Not Graduate,No,11127,1013.0,185.0,240.0,1.0,Urban,Y
777,LP004062,Male,Yes,0,Not Graduate,No,11280,5702.0,479.0,360.0,1.0,Urban,N
778,LP004066,Female,No,1,Graduate,Yes,1866,1817.0,197.0,180.0,0.0,Urban,Y
779,LP004069,Male,Yes,3+,Graduate,No,13831,3486.0,171.0,240.0,0.0,Semiurban,Y
780,LP004071,Female,No,0,Not Graduate,Yes,5887,8562.0,417.0,360.0,0.0,Semiurban,Y
781,LP004077,Male,No,3+,Graduate,No,12566,4606.0,424.0,240.0,0.0,Urban,N
782,LP004081,Female,Yes,1,Not Graduate,Yes,8667,6213.0,234.0,180.0,1.0,Urban,N
783,LP004087,Male,Yes,2,Not Graduate,Yes,13253,903.0,25.0,180.0,1.0,Rural,N
784,LP004092,Female,Yes,0,Graduate,No,2876,7196.0,145.0,240.0,1.0,Semiurban,N
785,LP004121,Male,No,1,Not Graduate,Yes,6358,9952.0,275.0,360.0,0.0,Semiurban,N
786,LP004127,Male,No,1,Not Graduate,Yes,3727,6585.0,159.0,360.0,1.0,Urban,N
787,LP004130,Male,No,2,Graduate,Yes,2358,5955.0,288.0,180.0,1.0,Urban,Y
788,LP004133,Female,No,1,Not Graduate,Yes,5092,8018.0,186.0,180.0,1.0,Rural,N
789,LP004144,Male,Yes,1,Not Graduate,No,17760,5520.0,243.0,360.0,0.0,Urban,Y
790,LP004146,Female,Yes,2,Not Graduate,Yes,18460,5145.0,405.0,180.0,1.0,Rural,Y
791,LP004158,Male,No,2,Graduate,Yes,15865,2310.0,38.0,240.0,0.0,Urban,Y
792,LP004169,Female,No,1,Graduate,No,12805,8067.0,363.0,180.0,1.0,Urban,N
793,LP004170,Male,Yes,2,Not Graduate,Yes,14358,4484.0,33.0,360.0,0.0,Semiurban,N
794,LP004176,Male,No,0,Graduate,Yes,6511,4730.0,380.0,180.0,1.0,Semiurban,Y
795,LP004187,Male,No,2,Not Graduate,No,13337,2972.0,77.0,180.0,1.0,Semiurban,Y
796,LP004199,Female,No,0,Not Graduate,Yes,10223,5414.0,426.0,240.0,1.0,Rural,N
797,LP004211,Male,No,1,Not Graduate,No,10570,6062.0,192.0,360.0,0.0,Rural,Y
798,LP004212,Female,Yes,0,Not Graduate,Yes,14220,7714.0,84.0,360.0,1.0,Urban,Y
799,LP004222,Male,No,2,Graduate,No,3317,6471.0,325.0,360.0,0.0,Urban,Y
800,LP004240,Female,Yes,1,Graduate,No,13708,1733.0,431.0,360.0,0.0,Semiurban,Y
801,LP004256,Male,No,1,Graduate,Yes,10682,2980.0,111.0,240.0,1.0,Rural,Y
802,LP004257,Female,Yes,3+,Not Graduate,Yes,11342,1921.0,345.0,360.0,0.0,Rural,N
803,LP004273,Female,No,0,Graduate,No,6344,2992.0,484.0,240.0,1.0,Rural,N
804,LP004281,Female,Yes,1,Not Graduate,No,17448,6897.0,228.0,360.0,0.0,Rural,Y
805,LP004298,Female,No,0,Graduate,Yes,8660,2121.0,259.0,240.0,0.0,Semiurban,N
806,LP004307,Male,Yes,1,Not Graduate,Yes,4942,6064.0,237.0,360.0,0.0,Rural,N
807,LP004310,Male,Yes,0,Not Graduate,No,4392,1193.0,425.0,180.0,0.0,Rural,N
808,LP004313,Male,Yes,2,Graduate,Yes,8973,1019.0,457.0,180.0,0.0,Rural,Y
809,LP004321,Male,No,1,Graduate,No,14503,2336.0,261.0,360.0,0.0,Urban,N
810,LP004357,Male,No,1,Not Graduate,Yes,12256,317.0,116.0,360.0,1.0,Urban,N
811,LP004358,Female,Yes,0,Not Graduate,Yes,19097,8234.0,121.0,180.0,0.0,Rural,N
812,LP004358,Male,Yes,1,Not Graduate,Yes,6235,7656.0,457.0,240.0,0.0,Urban,Y
813,LP004365,Male,No,3+,Graduate,No,12898,9561.0,149.0,180.0,0.0,Rural,N
814,LP004370,Female,No,0,Graduate,No,13922,9523.0,430.0,240.0,1.0,Urban,N
815,LP004372,Male,Yes,0,Not Graduate,Yes,9747,6430.0,404.0,360.0,1.0,Urban,Y
816,LP004377,Female,Yes,1,Graduate,No,8396,9561.0,27.0,360.0,1.0,Rural,Y
817,LP004386,Male,No,0,Graduate,Yes,2887,3170.0,105.0,360.0,1.0,Rural,Y
818,LP004399,Male,Yes,1,Not Graduate,No,18691,5591.0,228.0,180.0,1.0,Urban,Y
819,LP004407,Male,No,1,Graduate,No,6407,6570.0,288.0,360.0,1.0,Rural,N
820,LP004431,Female,Yes,0,Not Graduate,No,19070,7244.0,154.0,240.0,1.0,Rural,N
821,LP004444,Female,Yes,3+,Graduate,Yes,9048,1442.0,236.0,180.0,0.0,Urban,N
822,LP004449,Male,Yes,0,Graduate,Yes,18767,726.0,151.0,180.0,1.0,Urban,N
823,LP004452,Male,No,3+,Not Graduate,Yes,5989,1724.0,415.0,240.0,0.0,Urban,N
824,LP004459,Female,Yes,3+,Graduate,No,13479,258.0,37.0,180.0,1.0,Urban,N
825,LP004475,Female,Yes,0,Graduate,No,18436,1522.0,48.0,360.0,0.0,Semiurban,N
826,LP004481,Male,No,1,Not Graduate,No,12397,710.0,218.0,180.0,0.0,Semiurban,N
827,LP004483,Male,Yes,0,Graduate,Yes,14201,8128.0,251.0,360.0,1.0,Semiurban,N
828,LP004492,Female,No,3+,Graduate,Yes,19627,5181.0,260.0,360.0,0.0,Semiurban,N
829,LP004500,Female,Yes,0,Graduate,No,9655,5322.0,360.0,180.0,0.0,Rural,Y
830,LP004500,Female,Yes,2,Graduate,No,13669,5941.0,473.0,360.0,1.0,Rural,N
831,LP004512,Female,No,3+,Not Graduate,No,16571,445.0,295.0,240.0,1.0,Semiurban,Y
832,LP004529,Female,No,0,Not Graduate,Yes,2528,6040.0,86.0,360.0,0.0,Urban,Y
833,LP004539,Male,Yes,3+,Graduate,Yes,8526,6835.0,285.0,360.0,1.0,Urban,Y
834,LP004540,Male,Yes,3+,Not Graduate,No,8964,997.0,456.0,360.0,0.0,Rural,Y
835,LP004543,Female,Yes,3+,Not Graduate,Yes,10960,9690.0,451.0,180.0,1.0,Semiurban,Y
836,LP004546,Female,Yes,1,Not Graduate,No,8375,9528.0,186.0,360.0,1.0,Semiurban,N
837,LP004550,Female,No,0,Graduate,Yes,3264,546.0,319.0,180.0,1.0,Urban,Y
838,LP004552,Male,Yes,2,Graduate,Yes,17347,9538.0,444.0,240.0,1.0,Urban,Y
839,LP004558,Male,Yes,0,Not Graduate,No,14968,7174.0,341.0,240.0,1.0,Semiurban,Y
840,LP004568,Female,Yes,2,Graduate,Yes,18468,6867.0,459.0,360.0,0.0,Rural,N
841,LP004577,Female,Yes,2,Graduate,Yes,7367,3649.0,464.0,240.0,0.0,Semiurban,Y
842,LP004583,Male,Yes,3+,Graduate,No,18871,7387.0,380.0,180.0,0.0,Rural,Y
843,LP004594,Male,Yes,1,Graduate,No,19719,8316.0,411.0,180.0,0.0,Urban,N
844,LP004595,Male,Yes,2,Not Graduate,No,10888,5559.0,236.0,240.0,0.0,Urban,N
845,LP004599,Male,Yes,0,Not Graduate,Yes,11168,4872.0,164.0,240.0,0.0,Semiurban,Y
846,LP004600,Male,No,2,Graduate,Yes,18260,5087.0,50.0,240.0,1.0,Urban,Y
847,LP004602,Female,Yes,1,Not Graduate,No,2841,5693.0,312.0,240.0,1.0,Urban,N
